"School year","Values","Sex","Age in 5 years group","Full-/Part-time","Schultyp (Ebene +1)","Number","Annotations"
"2016/17","Full-time equivalent","female","50 to 54 years","Part-time","Academic secondary schools",356.93,
"2016/17","Full-time equivalent","female","50 to 54 years","Part-time","Other general schools (statues)",31.57,
"2016/17","Full-time equivalent","female","50 to 54 years","Part-time","Vocational schools for apprentices",52.95,
"2016/17","Full-time equivalent","female","50 to 54 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",389.64,
"2016/17","Full-time equivalent","female","50 to 54 years","Part-time","Other schools and colleges for Vocational Education (statutes)",33.74,
"2016/17","Full-time equivalent","female","50 to 54 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Full-time equivalent","female","55 to 59 years","Full-time","Cumpulsory schools",7483.46,
"2016/17","Full-time equivalent","female","55 to 59 years","Full-time","Academic secondary schools",1756.13,
"2016/17","Full-time equivalent","female","55 to 59 years","Full-time","Other general schools (statues)",60.86,
"2016/17","Full-time equivalent","female","55 to 59 years","Full-time","Vocational schools for apprentices",186.14,
"2016/17","Full-time equivalent","female","55 to 59 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1825.52,
"2016/17","Full-time equivalent","female","55 to 59 years","Full-time","Other schools and colleges for Vocational Education (statutes)",63.40,
"2016/17","Full-time equivalent","female","55 to 59 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Full-time equivalent","female","55 to 59 years","Part-time","Cumpulsory schools",2338.92,
"2016/17","Full-time equivalent","female","55 to 59 years","Part-time","Academic secondary schools",414.27,
"2016/17","Full-time equivalent","female","55 to 59 years","Part-time","Other general schools (statues)",29.97,
"2016/17","Full-time equivalent","female","55 to 59 years","Part-time","Vocational schools for apprentices",47.59,
"2016/17","Full-time equivalent","female","55 to 59 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",391.25,
"2016/17","Full-time equivalent","female","55 to 59 years","Part-time","Other schools and colleges for Vocational Education (statutes)",33.79,
"2016/17","Full-time equivalent","female","55 to 59 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Full-time equivalent","female","60 to 64 years","Full-time","Cumpulsory schools",3074.88,
"2016/17","Full-time equivalent","female","60 to 64 years","Full-time","Academic secondary schools",957.88,
"2016/17","Full-time equivalent","female","60 to 64 years","Full-time","Other general schools (statues)",31.00,
"2016/17","Full-time equivalent","female","60 to 64 years","Full-time","Vocational schools for apprentices",55.91,
"2016/17","Full-time equivalent","female","60 to 64 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",840.17,
"2016/17","Full-time equivalent","female","60 to 64 years","Full-time","Other schools and colleges for Vocational Education (statutes)",18.61,
"2016/17","Full-time equivalent","female","60 to 64 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Full-time equivalent","female","60 to 64 years","Part-time","Cumpulsory schools",1329.00,
"2016/17","Full-time equivalent","female","60 to 64 years","Part-time","Academic secondary schools",264.86,
"2016/17","Full-time equivalent","female","60 to 64 years","Part-time","Other general schools (statues)",10.39,
"2016/17","Full-time equivalent","female","60 to 64 years","Part-time","Vocational schools for apprentices",17.25,
"2016/17","Full-time equivalent","female","60 to 64 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",178.07,
"2016/17","Full-time equivalent","female","60 to 64 years","Part-time","Other schools and colleges for Vocational Education (statutes)",9.46,
"2016/17","Full-time equivalent","female","60 to 64 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Full-time equivalent","female","older than 65 years","Full-time","Cumpulsory schools",18.50,
"2016/17","Full-time equivalent","female","older than 65 years","Full-time","Academic secondary schools",12.00,
"2016/17","Full-time equivalent","female","older than 65 years","Full-time","Other general schools (statues)",3.00,
"2016/17","Full-time equivalent","female","older than 65 years","Full-time","Vocational schools for apprentices",2.00,
"2016/17","Full-time equivalent","female","older than 65 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",6.00,
"2016/17","Full-time equivalent","female","older than 65 years","Full-time","Other schools and colleges for Vocational Education (statutes)",-,
"2016/17","Full-time equivalent","female","older than 65 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Full-time equivalent","female","older than 65 years","Part-time","Cumpulsory schools",1.79,
"2016/17","Full-time equivalent","female","older than 65 years","Part-time","Academic secondary schools",2.66,
"2016/17","Full-time equivalent","female","older than 65 years","Part-time","Other general schools (statues)",2.78,
"2016/17","Full-time equivalent","female","older than 65 years","Part-time","Vocational schools for apprentices",-,
"2016/17","Full-time equivalent","female","older than 65 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1.46,
"2016/17","Full-time equivalent","female","older than 65 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.29,
"2016/17","Full-time equivalent","female","older than 65 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","to 24 years","Full-time","Cumpulsory schools",144,
"2016/17","Number of teaching staff","male","to 24 years","Full-time","Academic secondary schools",8,
"2016/17","Number of teaching staff","male","to 24 years","Full-time","Other general schools (statues)",1,
"2016/17","Number of teaching staff","male","to 24 years","Full-time","Vocational schools for apprentices",-,
"2016/17","Number of teaching staff","male","to 24 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",11,
"2016/17","Number of teaching staff","male","to 24 years","Full-time","Other schools and colleges for Vocational Education (statutes)",1,
"2016/17","Number of teaching staff","male","to 24 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","to 24 years","Part-time","Cumpulsory schools",36,
"2016/17","Number of teaching staff","male","to 24 years","Part-time","Academic secondary schools",30,
"2016/17","Number of teaching staff","male","to 24 years","Part-time","Other general schools (statues)",8,
"2016/17","Number of teaching staff","male","to 24 years","Part-time","Vocational schools for apprentices",2,
"2016/17","Number of teaching staff","male","to 24 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",21,
"2016/17","Number of teaching staff","male","to 24 years","Part-time","Other schools and colleges for Vocational Education (statutes)",2,
"2016/17","Number of teaching staff","male","to 24 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","25 to 29 years","Full-time","Cumpulsory schools",868,
"2016/17","Number of teaching staff","male","25 to 29 years","Full-time","Academic secondary schools",318,
"2016/17","Number of teaching staff","male","25 to 29 years","Full-time","Other general schools (statues)",12,
"2016/17","Number of teaching staff","male","25 to 29 years","Full-time","Vocational schools for apprentices",18,
"2016/17","Number of teaching staff","male","25 to 29 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",164,
"2016/17","Number of teaching staff","male","25 to 29 years","Full-time","Other schools and colleges for Vocational Education (statutes)",2,
"2016/17","Number of teaching staff","male","25 to 29 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","25 to 29 years","Part-time","Cumpulsory schools",147,
"2016/17","Number of teaching staff","male","25 to 29 years","Part-time","Academic secondary schools",243,
"2016/17","Number of teaching staff","male","25 to 29 years","Part-time","Other general schools (statues)",20,
"2016/17","Number of teaching staff","male","25 to 29 years","Part-time","Vocational schools for apprentices",6,
"2016/17","Number of teaching staff","male","25 to 29 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",138,
"2016/17","Number of teaching staff","male","25 to 29 years","Part-time","Other schools and colleges for Vocational Education (statutes)",8,
"2016/17","Number of teaching staff","male","25 to 29 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","30 to 34 years","Full-time","Cumpulsory schools",914,
"2016/17","Number of teaching staff","male","30 to 34 years","Full-time","Academic secondary schools",664,
"2016/17","Number of teaching staff","male","30 to 34 years","Full-time","Other general schools (statues)",29,
"2016/17","Number of teaching staff","male","30 to 34 years","Full-time","Vocational schools for apprentices",130,
"2016/17","Number of teaching staff","male","30 to 34 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",424,
"2016/17","Number of teaching staff","male","30 to 34 years","Full-time","Other schools and colleges for Vocational Education (statutes)",4,
"2016/17","Number of teaching staff","male","30 to 34 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","30 to 34 years","Part-time","Cumpulsory schools",145,
"2016/17","Number of teaching staff","male","30 to 34 years","Part-time","Academic secondary schools",247,
"2016/17","Number of teaching staff","male","30 to 34 years","Part-time","Other general schools (statues)",19,
"2016/17","Number of teaching staff","male","30 to 34 years","Part-time","Vocational schools for apprentices",27,
"2016/17","Number of teaching staff","male","30 to 34 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",224,
"2016/17","Number of teaching staff","male","30 to 34 years","Part-time","Other schools and colleges for Vocational Education (statutes)",9,
"2016/17","Number of teaching staff","male","30 to 34 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","35 to 39 years","Full-time","Cumpulsory schools",1024,
"2016/17","Number of teaching staff","male","35 to 39 years","Full-time","Academic secondary schools",707,
"2016/17","Number of teaching staff","male","35 to 39 years","Full-time","Other general schools (statues)",40,
"2016/17","Number of teaching staff","male","35 to 39 years","Full-time","Vocational schools for apprentices",238,
"2016/17","Number of teaching staff","male","35 to 39 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",701,
"2016/17","Number of teaching staff","male","35 to 39 years","Full-time","Other schools and colleges for Vocational Education (statutes)",11,
"2016/17","Number of teaching staff","male","35 to 39 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2016/17","Number of teaching staff","male","35 to 39 years","Part-time","Cumpulsory schools",175,
"2016/17","Number of teaching staff","male","35 to 39 years","Part-time","Academic secondary schools",228,
